Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Warmup:Trigger PDF Generation,10000,28,7,228,11.24,0.000%,162.71010,307.01,250.13,1932.1
Burst1:Trigger PDF Generation,5000,28,7,243,12.15,0.000%,164.39797,310.19,252.73,1932.1
Burst2:Trigger PDF Generation,10000,29,7,101,11.22,0.000%,163.98013,309.42,252.08,1932.2
Burst3:Trigger PDF Generation,20000,29,7,133,11.31,0.000%,163.74116,308.97,251.71,1932.2
Burst4:Trigger PDF Generation,40000,29,7,523,13.44,0.000%,163.65407,308.79,251.58,1932.1
Burst5:Trigger PDF Generation,80000,29,7,1047,13.16,0.000%,164.17093,309.76,252.37,1932.1
TOTAL,165000,29,7,1047,12.77,0.000%,163.80716,309.08,251.81,1932.1
