Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Warmup:Trigger PDF Generation,10000,28,7,237,11.70,0.000%,161.27732,304.20,247.92,1931.4
Burst1:Trigger PDF Generation,5000,28,7,100,11.57,0.000%,163.61257,308.72,251.52,1932.2
Burst2:Trigger PDF Generation,10000,29,7,242,12.01,0.000%,163.49754,308.48,251.34,1932.0
Burst3:Trigger PDF Generation,20000,29,7,499,14.58,0.000%,162.52763,306.68,249.84,1932.2
Burst4:Trigger PDF Generation,40000,29,7,261,11.54,0.000%,164.58738,310.54,253.01,1932.1
Burst5:Trigger PDF Generation,80000,29,7,496,12.40,0.000%,164.06925,309.57,252.22,1932.1
TOTAL,165000,29,7,499,12.40,0.000%,163.69551,308.86,251.64,1932.1
