Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Warmup:Trigger PDF Generation,10000,21,14,368,11.13,0.000%,209.37147,426.14,326.97,2084.2
Burst1:Trigger PDF Generation,5000,22,14,1027,19.79,0.000%,209.23128,425.86,326.76,2084.2
Burst2:Trigger PDF Generation,10000,21,14,587,15.99,0.000%,214.26582,436.11,334.62,2084.2
Burst3:Trigger PDF Generation,20000,21,13,2398,24.91,0.000%,210.84814,429.17,329.27,2084.3
Burst4:Trigger PDF Generation,40000,21,14,1050,19.09,0.000%,218.32274,444.38,340.94,2084.3
Burst5:Trigger PDF Generation,80000,21,14,1091,15.34,0.000%,221.73256,451.30,346.27,2084.2
TOTAL,165000,21,13,2398,17.68,0.000%,217.76256,443.23,340.07,2084.2
