Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
,12231,44,8,293,21.41,0.000%,108.76737,205.22,167.20,1932.1
TOTAL,12231,44,8,293,21.41,0.000%,108.76737,205.22,167.20,1932.1
