Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
,46092,25,14,2972,38.82,0.000%,188.74847,493.72,290.15,2678.5
TOTAL,46092,25,14,2972,38.82,0.000%,188.74847,493.72,290.15,2678.5
