Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Warmup:Trigger PDF Generation,10000,30,7,142,11.94,0.000%,154.83232,292.14,238.02,1932.1
Burst1:Trigger PDF Generation,5000,30,7,259,14.11,0.000%,156.08416,294.50,239.93,1932.1
Burst2:Trigger PDF Generation,10000,30,7,234,13.20,0.000%,156.16704,294.65,240.06,1932.0
Burst3:Trigger PDF Generation,20000,30,7,304,14.04,0.000%,156.85659,295.96,241.13,1932.1
Burst4:Trigger PDF Generation,40000,30,7,279,13.51,0.000%,157.36879,296.92,241.91,1932.1
Burst5:Trigger PDF Generation,80000,30,7,390,13.73,0.000%,157.61062,297.39,242.29,1932.2
TOTAL,165000,30,7,390,13.59,0.000%,157.07060,296.37,241.46,1932.1
