timeStamp,elapsed,responseCode,success,failureMessage,bytes,sentBytes,Latency,IdleTime,Connect
1557924856393,22,200,true,,2677,1576,22,0,1
1557924856425,167,200,true,,2661,1574,167,0,0
1557924856443,17,200,true,,2669,1573,17,0,1
1557924856465,118,200,true,,2677,1575,118,0,0
1557924856484,18,200,true,,2673,1574,18,0,1
1557924856487,141,200,true,,2681,1576,141,0,0
1557924856506,18,200,true,,2677,1574,18,0,1
1557924856528,21,200,true,,2681,1573,21,0,0
1557924856547,18,200,true,,2673,1573,18,0,1
1557924856550,155,200,true,,2681,1574,155,0,2
1557924856567,174,200,true,,2681,1573,174,0,0
1557924856570,85,200,true,,2661,1572,85,0,0
1557924856579,28,200,true,,2673,1575,28,0,0
1557924856587,143,200,true,,2689,1578,143,0,0
1557924856590,19,200,true,,2677,1573,19,0,0
1557924856612,21,200,true,,2673,1576,21,0,1
1557924856637,24,200,true,,2677,1575,24,0,0
1557924856656,18,200,true,,2685,1569,18,0,1
1557924856672,124,200,true,,2681,1572,124,0,0
1557924856676,19,200,true,,2689,1571,19,0,0
1557924856685,97,200,true,,2677,1572,97,0,0
1557924856687,107,200,true,,2673,1575,107,0,0
1557924856707,20,200,true,,2677,1573,20,0,1
1557924856709,141,200,true,,2673,1573,141,0,0
1557924856725,18,200,true,,2681,1570,18,0,1
1557924856745,19,200,true,,2681,1576,19,0,1
1557924856766,20,200,true,,2693,1575,20,0,1
1557924856785,18,200,true,,2669,1575,18,0,0
1557924856788,111,200,true,,2693,1575,111,0,0
1557924856806,133,200,true,,2677,1573,133,0,1
1557924856807,21,200,true,,2685,1571,21,0,1
1557924856807,97,200,true,,2669,1577,97,0,0
1557924856811,125,200,true,,2685,1578,125,0,0
1557924856831,23,200,true,,2677,1572,23,0,1
1557924856834,22,200,true,,2685,1574,22,0,1
1557924856854,19,200,true,,2677,1576,19,0,0
1557924856881,26,200,true,,2665,1573,26,0,0
1557924856903,21,200,true,,2661,1566,21,0,1
1557924856911,104,200,true,,2669,1577,104,0,2
1557924856926,137,200,true,,2681,1575,137,0,0
1557924856927,117,200,true,,2681,1574,117,0,0
1557924856949,21,200,true,,2685,1576,21,0,1
1557924856972,22,200,true,,2677,1578,22,0,0
1557924856985,153,200,true,,2693,1576,153,0,0
1557924856995,22,200,true,,2681,1569,22,0,0
1557924857009,82,200,true,,2673,1575,82,0,1
1557924857027,115,200,true,,2677,1574,115,0,0
1557924857028,18,200,true,,2685,1578,18,0,1
1557924857032,128,200,true,,2685,1571,128,0,0
1557924857046,17,200,true,,2681,1568,17,0,0
1557924857052,19,200,true,,2673,1577,19,0,1
1557924857065,79,200,true,,2673,1577,79,0,0
1557924857084,18,200,true,,2665,1571,18,0,0
1557924857104,19,200,true,,2677,1570,19,0,0
1557924857122,17,200,true,,2685,1574,17,0,0
1557924857131,104,200,true,,2665,1570,104,0,2
