Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
,25615,33,7,1034,15.54,0.000%,143.95140,271.64,221.29,1932.3
TOTAL,25615,33,7,1034,15.54,0.000%,143.95140,271.64,221.29,1932.3
