timeStamp,elapsed,responseCode,success,failureMessage,bytes,sentBytes,Latency,IdleTime,Connect
1557924853223,36,200,true,,1936,1578,36,0,0
1557924853232,38,200,true,,1922,1577,38,0,1
1557924853233,42,200,true,,1938,1573,42,0,0
1557924853238,14,200,true,,1930,1573,14,0,1
1557924853245,114,200,true,,1923,1576,114,0,0
1557924853242,18,502,false,"Test failed: code expected to equal /

****** received  : [[[502]]]

****** comparison: [[[200]]]

/",330,1573,18,0,0
1557924853279,33,200,true,,2693,1575,33,0,0
1557924853282,34,200,true,,2673,1576,34,0,5
1557924853302,22,200,true,,2677,1574,22,0,0
1557924853306,23,200,true,,2673,1572,23,0,1
1557924853313,74,200,true,,2677,1577,74,0,0
1557924853324,21,200,true,,2677,1578,21,0,1
1557924853352,27,200,true,,2677,1572,27,0,0
1557924853373,19,200,true,,2657,1572,19,0,0
1557924853403,29,200,true,,2677,1574,29,0,0
1557924853425,21,200,true,,2673,1575,21,0,0
1557924853447,21,200,true,,2665,1571,21,0,0
1557924853469,21,200,true,,2681,1573,21,0,0
1557924853509,24,200,true,,2677,1568,24,0,0
1557924853528,18,200,true,,2673,1573,18,0,1
1557924853587,58,200,true,,2665,1570,58,0,1
1557924853625,37,200,true,,2673,1571,37,0,0
1557924853647,21,200,true,,2669,1565,21,0,0
1557924853686,38,200,true,,2681,1575,38,0,0
1557924853711,24,200,true,,2689,1572,24,0,0
1557924853733,21,200,true,,2677,1574,20,0,0
1557924853753,19,200,true,,2677,1573,19,0,0
1557924853775,21,200,true,,2677,1573,21,0,1
1557924853796,20,200,true,,2685,1575,20,0,1
1557924853818,22,200,true,,2681,1573,22,0,1
1557924853845,26,200,true,,2685,1576,26,0,0
1557924853865,19,200,true,,2677,1568,19,0,0
1557924853884,18,200,true,,2669,1569,18,0,0
1557924853907,22,200,true,,2669,1569,22,0,0
1557924853944,36,200,true,,2689,1577,36,0,0
1557924853962,17,200,true,,2677,1574,17,0,1
1557924853983,20,200,true,,2673,1573,20,0,0
1557924854006,22,200,true,,2685,1575,22,0,1
1557924854047,40,200,true,,2669,1571,39,0,4
1557924854072,21,200,true,,2681,1576,21,0,0
1557924854093,20,200,true,,2669,1572,20,0,1
1557924854111,17,200,true,,2685,1574,17,0,0
1557924854134,22,200,true,,2677,1576,22,0,0
1557924854154,19,200,true,,2673,1575,19,0,0
1557924854177,22,200,true,,2681,1574,22,0,1
1557924854216,38,200,true,,2681,1575,38,0,0
1557924854238,21,200,true,,2677,1580,21,0,0
1557924854256,17,200,true,,2685,1574,17,0,1
1557924854279,22,200,true,,2685,1578,22,0,0
1557924854299,19,200,true,,2661,1579,19,0,0
1557924854322,22,200,true,,2681,1574,22,0,1
1557924854344,21,200,true,,2693,1575,21,0,1
1557924854370,25,200,true,,2669,1574,25,0,0
1557924854397,26,200,true,,2685,1574,26,0,0
1557924854421,23,200,true,,2673,1577,23,0,1
1557924854441,19,200,true,,2677,1574,19,0,0
1557924854463,21,200,true,,2681,1577,21,0,1
1557924854481,17,200,true,,2681,1573,17,0,0
1557924854510,28,200,true,,2665,1573,28,0,1
1557924854530,19,200,true,,2673,1573,19,0,0
1557924854558,27,200,true,,2689,1574,27,0,1
1557924854581,22,200,true,,2689,1572,22,0,0
1557924854602,20,200,true,,2677,1570,20,0,0
1557924854625,22,200,true,,2673,1574,22,0,1
1557924854644,18,200,true,,2677,1581,18,0,0
1557924854666,21,200,true,,2697,1580,21,0,1
1557924854685,18,200,true,,2677,1576,18,0,0
1557924854704,18,200,true,,2685,1574,18,0,1
1557924854732,22,200,true,,2681,1577,22,0,0
1557924854763,25,200,true,,2677,1574,25,0,3
1557924854790,26,200,true,,2681,1572,26,0,0
1557924854810,18,200,true,,2681,1573,18,0,1
1557924854834,23,200,true,,2677,1575,23,0,6
1557924854854,19,200,true,,2669,1578,19,0,1
1557924854879,24,200,true,,2685,1574,24,0,0
1557924854900,20,200,true,,2681,1573,20,0,1
1557924854919,18,200,true,,2681,1579,18,0,1
1557924854949,29,200,true,,2665,1574,29,0,1
1557924854971,21,200,true,,2673,1574,21,0,1
1557924854991,19,200,true,,2661,1576,19,0,0
1557924855012,20,200,true,,2673,1573,20,0,1
1557924855033,20,200,true,,2681,1575,20,0,0
1557924855056,22,200,true,,2689,1579,22,0,0
1557924855079,22,200,true,,2665,1574,22,0,0
1557924855103,23,200,true,,2673,1570,23,0,1
1557924855125,21,200,true,,2685,1572,21,0,1
1557924855166,40,200,true,,2681,1573,40,0,1
1557924855186,18,200,true,,2673,1574,18,0,0
1557924855216,29,200,true,,2689,1575,29,0,1
1557924855247,30,200,true,,2681,1574,30,0,0
1557924855274,26,200,true,,2685,1580,26,0,0
1557924855349,74,200,true,,2673,1573,74,0,0
1557924855370,20,200,true,,2673,1569,20,0,0
1557924855395,24,200,true,,2685,1572,24,0,1
1557924855426,30,200,true,,2665,1572,30,0,1
1557924855445,18,200,true,,2673,1573,18,0,0
1557924855485,39,200,true,,2685,1572,39,0,0
1557924855509,23,200,true,,2681,1574,23,0,1
1557924855534,24,200,true,,2673,1578,24,0,1
1557924855557,22,200,true,,2685,1577,22,0,0
1557924855581,23,200,true,,2689,1570,23,0,0
1557924855604,22,200,true,,2681,1574,22,0,0
1557924855628,23,200,true,,2665,1574,23,0,1
1557924855666,37,200,true,,2673,1583,37,0,0
1557924855688,21,200,true,,2681,1577,21,0,0
1557924855711,22,200,true,,2677,1568,22,0,0
1557924855734,22,200,true,,2677,1574,22,0,1
1557924855753,18,200,true,,2673,1574,18,0,1
1557924855774,20,200,true,,2689,1565,20,0,0
1557924855792,17,200,true,,2681,1579,17,0,0
1557924855812,19,200,true,,2705,1574,19,0,1
1557924855846,33,200,true,,2677,1574,33,0,0
1557924855870,23,200,true,,2677,1576,23,0,0
1557924855889,18,200,true,,2681,1573,18,0,0
1557924855914,24,200,true,,2669,1575,24,0,1
1557924855934,19,200,true,,2661,1573,19,0,0
1557924855956,21,200,true,,2677,1578,21,0,1
1557924855978,21,200,true,,2685,1574,21,0,0
1557924855998,19,200,true,,2669,1576,19,0,0
1557924856022,20,200,true,,2685,1578,20,0,1
1557924856043,20,200,true,,2685,1572,20,0,0
1557924856072,22,200,true,,2685,1572,22,0,0
1557924856094,21,200,true,,2669,1578,21,0,1
1557924856118,22,200,true,,2673,1570,22,0,0
1557924856140,21,200,true,,2689,1574,21,0,1
1557924856166,2852,200,true,,2677,1571,2852,0,1
1557924856164,23,200,true,,2681,1573,23,0,0
1557924856190,2883,200,true,,2677,1578,2883,0,1
1557924856191,21,200,true,,2681,1573,21,0,0
1557924856211,20,200,true,,2669,1574,20,0,0
1557924856235,23,200,true,,2685,1572,23,0,1
1557924856253,3019,200,true,,2681,1574,3019,0,1
1557924856257,21,200,true,,2685,1573,21,0,1
1557924856274,20,200,true,,2685,1576,20,0,0
1557924856296,21,200,true,,2673,1580,21,0,1
1557924856319,22,200,true,,2669,1573,22,0,0
1557924856344,24,200,true,,2673,1582,24,0,0
1557924856345,178,200,true,,2657,1573,178,0,2
1557924856349,157,200,true,,2681,1572,157,0,1
1557924856370,20,200,true,,2677,1570,20,0,0
1557924856388,3154,200,true,,2685,1572,3154,0,0
