timeStamp,elapsed,responseCode,success,failureMessage,bytes,sentBytes,Latency,IdleTime,Connect
1557921864041,20,200,true,,2685,1576,20,0,1
1557921864041,16,200,true,,2677,1575,16,0,0
1557921864050,19,200,true,,2673,1574,19,0,1
1557921864058,20,200,true,,2689,1573,20,0,0
1557921864062,20,200,true,,2669,1574,20,0,1
1557921864064,6053,200,true,,1929,1582,6053,0,0
1557921864065,22,200,true,,2677,1577,22,0,0
1557921864068,17,200,true,,2677,1573,17,0,1
1557921864077,18,200,true,,2677,1576,18,0,1
1557921864079,16,200,true,,2697,1577,16,0,0
1557921864336,258,200,true,,1924,1574,258,0,0
1557921864338,272,200,true,,1936,1570,272,0,1
1557921864372,307,200,true,,1935,1575,306,0,0
1557921864381,312,200,true,,1934,1575,312,0,0
1557921864386,306,200,true,,1932,1576,306,0,0
