timeStamp,elapsed,responseCode,success,failureMessage,bytes,sentBytes,Latency,IdleTime,Connect
1557921616772,27,502,false,"Test failed: code expected to equal /

****** received  : [[[502]]]

****** comparison: [[[200]]]

/",330,1569,27,0,0
1557921616773,65,200,true,,1936,1575,65,0,1
1557921616774,65,200,true,,1938,1576,65,0,0
1557921616775,60,200,true,,1936,1575,60,0,1
1557921616776,38,200,true,,1919,1574,38,0,0
1557921616826,51,200,true,,2665,1570,51,0,3
1557921616848,21,200,true,,2681,1574,21,0,0
1557921619696,2919,200,true,,2669,1572,2919,0,1
1557921619708,2931,200,true,,2661,1569,2931,0,1
1557921619853,3075,200,true,,2681,1576,3075,0,1
1557921619856,147,200,true,,2681,1571,147,0,1
1557921619860,3083,200,true,,2689,1572,3083,0,1
1557921619863,3014,200,true,,2689,1569,3014,0,0
1557921619885,188,200,true,,2661,1575,188,0,1
1557921619988,102,200,true,,2689,1573,102,0,1
1557921620013,148,200,true,,2685,1574,148,0,3
1557921620015,154,200,true,,2681,1573,154,0,1
1557921620017,160,200,true,,2657,1571,160,0,1
