Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
,27853,29,7,1042,15.71,0.000%,160.74355,303.29,247.11,1932.1
TOTAL,27853,29,7,1042,15.71,0.000%,160.74355,303.29,247.11,1932.1
