timeStamp,elapsed,responseCode,success,failureMessage,bytes,sentBytes,Latency,IdleTime,Connect
1557920377988,17,200,true,,2689,1576,17,0,1
1557920377996,18,200,true,,2677,1574,18,0,1
1557920378001,19,200,true,,2685,1575,19,0,1
1557920378006,17,200,true,,2669,1572,17,0,1
1557920378008,23,200,true,,2673,1577,23,0,0
1557920378013,6014,200,true,,1926,1573,6014,0,0
1557920378016,19,200,true,,2681,1573,19,0,1
1557920378018,16,200,true,,2681,1578,16,0,0
1557920378028,19,200,true,,2685,1575,19,0,0
1557920378041,34,200,true,,2673,1583,34,0,0
1557920378399,370,200,true,,1926,1572,370,0,0
1557920378405,386,200,true,,1929,1572,386,0,0
1557920378422,407,200,true,,1930,1575,407,0,0
1557920378458,441,200,true,,1938,1577,441,0,1
1557920378518,476,200,true,,1940,1577,476,0,0
