timeStamp,elapsed,responseCode,success,failureMessage,bytes,sentBytes,Latency,IdleTime,Connect
1557920130636,17,200,true,,1944,1573,17,0,0
1557920130638,26,200,true,,1925,1570,26,0,1
1557920130639,29,200,true,,1932,1573,29,0,0
1557920130641,57,200,true,,1937,1575,57,0,1
1557920130642,31,200,true,,1934,1575,31,0,1
1557920133656,3016,200,true,,2689,1579,3016,0,1
1557920133667,3030,200,true,,2685,1573,3030,0,1
1557920133668,3026,200,true,,2673,1579,3026,0,1
1557920133742,3099,200,true,,2685,1572,3099,0,0
1557920133786,3147,200,true,,2677,1569,3147,0,1
1557920133808,150,200,true,,2677,1572,150,0,0
1557920133820,151,200,true,,2681,1573,151,0,3
1557920133850,181,200,true,,2685,1575,181,0,3
1557920133938,195,200,true,,2689,1577,195,0,0
1557920133942,133,200,true,,2681,1572,133,0,0
